n,edges,root,E,J,I,E_geq_J_coeffwise,E_dom_J,SCC,I_dom_1pxJ,IpxE_dom_E,gk_ck_plus_dk_ge0,gk_min,SCC_ge_xI,SCC_minus_xI_min,d_km1_JE_ge0_prefix_to_modeI,d_km1_JE_min_prefix,mode_I,ratio_J_over_E_logconcave,ratio_J_over_E_logconcave_min_crossdiff
8,"((0, 1), (0, 4), (0, 7), (1, 2), (2, 3), (4, 5), (5, 6))",3,"(1, 7, 15, 11, 2)","(1, 6, 10, 5, 1)","(1, 8, 21, 21, 7, 1)",True,False,True,False,True,True,6,True,0,False,-20,2,False,-460
8,"((0, 1), (0, 4), (0, 7), (1, 2), (2, 3), (4, 5), (5, 6))",7,"(1, 7, 15, 10, 1)","(1, 6, 11, 6, 1)","(1, 8, 21, 21, 7, 1)",True,False,True,False,True,True,2,True,0,False,-13,2,False,-560
8,"((0, 1), (0, 4), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7))",1,"(1, 7, 16, 16, 9, 2)","(1, 5, 7, 4, 1)","(1, 8, 21, 23, 13, 3)",True,True,True,True,True,True,50,True,0,False,-48,3,True,32
8,"((0, 1), (0, 4), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7))",0,"(1, 7, 16, 14, 6, 1)","(1, 5, 9, 7, 2)","(1, 8, 21, 23, 13, 3)",True,True,True,False,True,True,27,True,0,False,-17,3,False,-1022
8,"((0, 1), (0, 4), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7))",2,"(1, 7, 16, 17, 9, 2)","(1, 5, 6, 4, 1)","(1, 8, 21, 23, 13, 3)",True,True,True,True,True,True,48,True,0,False,-38,3,False,-836
8,"((0, 1), (0, 4), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7))",3,"(1, 7, 15, 13, 6, 1)","(1, 6, 10, 7, 2)","(1, 8, 21, 23, 13, 3)",True,True,True,True,True,True,28,True,0,False,-25,3,False,-350
8,"((0, 1), (0, 4), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7))",4,"(1, 7, 18, 22, 13, 3)","(1, 3, 1)","(1, 8, 21, 23, 13, 3)",True,True,True,True,True,True,34,False,-48,False,-47,3,True,0
8,"((0, 1), (0, 4), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7))",5,"(1, 7, 15, 11, 3)","(1, 6, 12, 10, 3)","(1, 8, 21, 23, 13, 3)",True,False,True,False,True,True,18,True,0,False,-6,3,False,-2412
8,"((0, 1), (0, 4), (0, 7), (1, 2), (2, 3), (4, 5), (4, 6))",1,"(1, 7, 16, 14, 4)","(1, 5, 8, 5, 1)","(1, 8, 21, 22, 9, 1)",True,True,True,False,True,True,20,True,0,False,-32,3,False,-128
8,"((0, 1), (0, 4), (0, 7), (1, 2), (2, 3), (4, 5), (4, 6))",0,"(1, 7, 17, 17, 7, 1)","(1, 4, 5, 2)","(1, 8, 21, 22, 9, 1)",True,True,True,True,True,True,30,False,-2,False,-51,3,True,0
8,"((0, 1), (0, 4), (0, 7), (1, 2), (2, 3), (4, 5), (4, 6))",2,"(1, 7, 16, 16, 7, 1)","(1, 5, 6, 2)","(1, 8, 21, 22, 9, 1)",True,True,True,True,True,True,31,False,-10,False,-64,3,True,0
8,"((0, 1), (0, 4), (0, 7), (1, 2), (2, 3), (4, 5), (4, 6))",3,"(1, 7, 15, 12, 3)","(1, 6, 10, 6, 1)","(1, 8, 21, 22, 9, 1)",True,True,True,False,True,True,12,True,0,False,-30,3,True,50
8,"((0, 1), (0, 4), (0, 7), (1, 2), (2, 3), (4, 5), (4, 6))",4,"(1, 7, 17, 18, 8, 1)","(1, 4, 4, 1)","(1, 8, 21, 22, 9, 1)",True,True,True,True,True,True,43,False,-14,False,-55,3,True,0
8,"((0, 1), (0, 4), (0, 7), (1, 2), (2, 3), (4, 5), (4, 6))",5,"(1, 7, 15, 11, 2)","(1, 6, 11, 7, 1)","(1, 8, 21, 22, 9, 1)",True,True,True,False,True,True,6,True,0,False,-16,3,False,-133
8,"((0, 1), (0, 4), (0, 7), (1, 2), (2, 3), (4, 5), (4, 6))",7,"(1, 7, 15, 11, 3)","(1, 6, 11, 6, 1)","(1, 8, 21, 22, 9, 1)",True,True,True,False,True,True,12,True,0,False,-31,3,True,1
8,"((0, 1), (0, 4), (0, 6), (1, 2), (2, 3), (4, 5), (6, 7))",1,"(1, 7, 16, 13, 2)","(1, 5, 8, 4)","(1, 8, 21, 21, 6)",True,True,True,False,True,True,52,True,0,False,-24,2,True,8
8,"((0, 1), (0, 4), (0, 6), (1, 2), (2, 3), (4, 5), (6, 7))",0,"(1, 7, 17, 16, 4)","(1, 4, 5, 2)","(1, 8, 21, 21, 6)",True,True,True,True,True,True,43,True,0,False,-33,2,True,27
8,"((0, 1), (0, 4), (0, 6), (1, 2), (2, 3), (4, 5), (6, 7))",2,"(1, 7, 16, 15, 5)","(1, 5, 6, 1)","(1, 8, 21, 21, 6)",True,True,True,True,True,True,52,False,-15,False,-38,2,True,80
8,"((0, 1), (0, 4), (0, 6), (1, 2), (2, 3), (4, 5), (6, 7))",3,"(1, 7, 15, 11, 1)","(1, 6, 10, 5)","(1, 8, 21, 21, 6)",True,True,True,False,True,True,61,True,0,False,-20,2,True,50
8,"((0, 1), (0, 4), (0, 6), (1, 2), (2, 3), (4, 5), (6, 7))",4,"(1, 7, 16, 14, 4)","(1, 5, 7, 2)","(1, 8, 21, 21, 6)",True,True,True,True,True,True,52,True,0,False,-31,2,True,57
8,"((0, 1), (0, 4), (0, 6), (1, 2), (2, 3), (4, 5), (6, 7))",5,"(1, 7, 15, 11, 2)","(1, 6, 10, 4)","(1, 8, 21, 21, 6)",True,True,True,True,True,True,61,True,0,False,-20,2,True,50
8,"((0, 1), (0, 4), (0, 6), (0, 7), (1, 2), (2, 3), (4, 5))",1,"(1, 7, 16, 14, 4)","(1, 5, 9, 7, 2)","(1, 8, 21, 23, 11, 2)",True,True,True,False,True,True,24,True,0,False,-17,3,False,-1022
8,"((0, 1), (0, 4), (0, 6), (0, 7), (1, 2), (2, 3), (4, 5))",0,"(1, 7, 18, 21, 11, 2)","(1, 3, 2)","(1, 8, 21, 23, 11, 2)",True,True,True,True,True,True,34,False,-27,False,-42,3,True,0
8,"((0, 1), (0, 4), (0, 6), (0, 7), (1, 2), (2, 3), (4, 5))",2,"(1, 7, 16, 17, 9, 2)","(1, 5, 6, 2)","(1, 8, 21, 23, 11, 2)",True,True,True,True,True,True,43,False,-20,False,-70,3,True,0
8,"((0, 1), (0, 4), (0, 6), (0, 7), (1, 2), (2, 3), (4, 5))",3,"(1, 7, 15, 13, 4)","(1, 6, 10, 7, 2)","(1, 8, 21, 23, 11, 2)",True,True,True,False,True,True,24,True,0,False,-25,3,False,-440
8,"((0, 1), (0, 4), (0, 6), (0, 7), (1, 2), (2, 3), (4, 5))",4,"(1, 7, 16, 15, 6, 1)","(1, 5, 8, 5, 1)","(1, 8, 21, 23, 11, 2)",True,True,True,True,True,True,22,True,0,False,-40,3,True,8
8,"((0, 1), (0, 4), (0, 6), (0, 7), (1, 2), (2, 3), (4, 5))",5,"(1, 7, 15, 13, 6, 1)","(1, 6, 10, 5, 1)","(1, 8, 21, 23, 11, 2)",True,True,True,True,True,True,24,True,0,False,-55,3,True,13
8,"((0, 1), (0, 4), (0, 6), (0, 7), (1, 2), (2, 3), (4, 5))",6,"(1, 7, 15, 11, 2)","(1, 6, 12, 9, 2)","(1, 8, 21, 23, 11, 2)",True,False,True,False,True,True,8,True,0,False,-6,3,False,-1062
8,"((0, 1), (0, 6), (1, 2), (1, 3), (1, 4), (1, 5), (6, 7))",1,"(1, 7, 19, 26, 19, 7, 1)","(1, 2)","(1, 8, 21, 26, 19, 7, 1)",True,True,True,True,True,True,25,False,-52,False,-38,3,True,0
8,"((0, 1), (0, 6), (1, 2), (1, 3), (1, 4), (1, 5), (6, 7))",0,"(1, 7, 16, 16, 9, 2)","(1, 5, 10, 10, 5, 1)","(1, 8, 21, 26, 19, 7, 1)",True,True,True,False,True,True,6,True,0,False,-10,3,False,-1600
8,"((0, 1), (0, 6), (1, 2), (1, 3), (1, 4), (1, 5), (6, 7))",2,"(1, 7, 15, 13, 6, 1)","(1, 6, 13, 13, 6, 1)","(1, 8, 21, 26, 19, 7, 1)",True,False,True,False,True,True,2,True,0,False,-1,3,False,-2171
8,"((0, 1), (0, 6), (1, 2), (1, 3), (1, 4), (1, 5), (6, 7))",6,"(1, 7, 16, 20, 15, 6, 1)","(1, 5, 6, 4, 1)","(1, 8, 21, 26, 19, 7, 1)",True,True,True,True,True,True,20,False,-10,False,-56,3,False,-80
8,"((0, 1), (0, 6), (1, 2), (1, 3), (1, 4), (1, 5), (6, 7))",7,"(1, 7, 15, 16, 9, 2)","(1, 6, 10, 10, 5, 1)","(1, 8, 21, 26, 19, 7, 1)",True,True,True,False,True,True,6,True,0,False,-20,3,False,-2300
8,"((0, 1), (0, 5), (1, 2), (1, 3), (1, 4), (5, 6), (5, 7))",1,"(1, 7, 18, 23, 16, 6, 1)","(1, 3, 1)","(1, 8, 21, 24, 16, 6, 1)",True,True,True,True,True,True,20,False,-51,False,-47,3,True,0
8,"((0, 1), (0, 5), (1, 2), (1, 3), (1, 4), (5, 6), (5, 7))",0,"(1, 7, 16, 14, 6, 1)","(1, 5, 10, 10, 5, 1)","(1, 8, 21, 24, 16, 6, 1)",True,False,True,False,True,True,2,True,0,False,-10,3,False,-3000
8,"((0, 1), (0, 5), (1, 2), (1, 3), (1, 4), (5, 6), (5, 7))",2,"(1, 7, 15, 12, 5, 1)","(1, 6, 12, 11, 5, 1)","(1, 8, 21, 24, 16, 6, 1)",True,False,True,False,True,True,2,True,0,False,-6,3,False,-2754
8,"((0, 1), (0, 5), (1, 2), (1, 3), (1, 4), (5, 6), (5, 7))",5,"(1, 7, 17, 21, 15, 6, 1)","(1, 4, 3, 1)","(1, 8, 21, 24, 16, 6, 1)",True,True,True,True,True,True,21,False,-33,False,-47,3,True,0
8,"((0, 1), (0, 5), (1, 2), (1, 3), (1, 4), (5, 6), (5, 7))",6,"(1, 7, 15, 13, 6, 1)","(1, 6, 11, 10, 5, 1)","(1, 8, 21, 24, 16, 6, 1)",True,False,True,False,True,True,2,True,0,False,-13,3,False,-2489
8,"((0, 1), (0, 5), (0, 7), (1, 2), (1, 3), (1, 4), (5, 6))",1,"(1, 7, 18, 22, 13, 3)","(1, 3, 2)","(1, 8, 21, 24, 13, 3)",True,True,True,True,True,True,34,False,-30,False,-44,3,True,0
8,"((0, 1), (0, 5), (0, 7), (1, 2), (1, 3), (1, 4), (5, 6))",0,"(1, 7, 17, 18, 9, 2)","(1, 4, 6, 4, 1)","(1, 8, 21, 24, 13, 3)",True,True,True,True,True,True,43,True,0,False,-40,3,False,-88
8,"((0, 1), (0, 5), (0, 7), (1, 2), (1, 3), (1, 4), (5, 6))",2,"(1, 7, 15, 12, 3)","(1, 6, 12, 10, 3)","(1, 8, 21, 24, 13, 3)",True,False,True,False,True,True,18,True,0,False,-6,3,False,-1404
8,"((0, 1), (0, 5), (0, 7), (1, 2), (1, 3), (1, 4), (5, 6))",5,"(1, 7, 16, 17, 9, 2)","(1, 5, 7, 4, 1)","(1, 8, 21, 24, 13, 3)",True,True,True,True,True,True,48,True,0,False,-55,3,True,34
8,"((0, 1), (0, 5), (0, 7), (1, 2), (1, 3), (1, 4), (5, 6))",6,"(1, 7, 15, 14, 6, 1)","(1, 6, 10, 7, 2)","(1, 8, 21, 24, 13, 3)",True,True,True,True,True,True,27,True,0,False,-35,3,True,50
8,"((0, 1), (0, 5), (0, 7), (1, 2), (1, 3), (1, 4), (5, 6))",7,"(1, 7, 15, 13, 6, 1)","(1, 6, 11, 7, 2)","(1, 8, 21, 24, 13, 3)",True,True,True,True,True,True,28,True,0,False,-38,3,True,1
8,"((0, 1), (0, 5), (0, 6), (0, 7), (1, 2), (1, 3), (1, 4))",1,"(1, 7, 18, 23, 16, 6, 1)","(1, 3, 3, 1)","(1, 8, 21, 26, 17, 6, 1)",True,True,True,True,True,True,20,False,-25,False,-51,3,True,0
8,"((0, 1), (0, 5), (0, 6), (0, 7), (1, 2), (1, 3), (1, 4))",2,"(1, 7, 15, 14, 6, 1)","(1, 6, 12, 11, 5, 1)","(1, 8, 21, 26, 17, 6, 1)",True,False,True,False,True,True,2,True,0,False,-6,3,False,-870
8,"((0, 1), (0, 4), (0, 7), (1, 2), (1, 3), (4, 5), (4, 6))",1,"(1, 7, 17, 19, 10, 2)","(1, 4, 4, 1)","(1, 8, 21, 23, 11, 2)",True,True,True,True,True,True,43,False,-21,False,-59,3,True,0
8,"((0, 1), (0, 4), (0, 7), (1, 2), (1, 3), (4, 5), (4, 6))",0,"(1, 7, 17, 17, 7, 1)","(1, 4, 6, 4, 1)","(1, 8, 21, 23, 11, 2)",True,True,True,False,True,True,35,True,0,False,-34,3,False,-340
8,"((0, 1), (0, 4), (0, 7), (1, 2), (1, 3), (4, 5), (4, 6))",2,"(1, 7, 15, 12, 3)","(1, 6, 11, 8, 2)","(1, 8, 21, 23, 11, 2)",True,True,True,False,True,True,15,True,0,False,-13,3,False,-636
8,"((0, 1), (0, 4), (0, 7), (1, 2), (1, 3), (4, 5), (4, 6))",7,"(1, 7, 15, 12, 5, 1)","(1, 6, 11, 6, 1)","(1, 8, 21, 23, 11, 2)",True,True,True,True,True,True,12,False,-1,False,-42,3,True,1
8,"((0, 1), (0, 4), (0, 6), (1, 2), (1, 3), (4, 5), (6, 7))",1,"(1, 7, 17, 18, 8, 1)","(1, 4, 4)","(1, 8, 21, 22, 8, 1)",True,True,True,True,True,True,43,False,-32,False,-72,3,True,0
8,"((0, 1), (0, 4), (0, 6), (1, 2), (1, 3), (4, 5), (6, 7))",0,"(1, 7, 17, 16, 4)","(1, 4, 6, 4, 1)","(1, 8, 21, 22, 8, 1)",True,True,True,False,True,True,20,True,0,False,-28,3,False,-592
8,"((0, 1), (0, 4), (0, 6), (1, 2), (1, 3), (4, 5), (6, 7))",2,"(1, 7, 15, 11, 1)","(1, 6, 11, 7, 1)","(1, 8, 21, 22, 8, 1)",True,False,True,False,True,True,2,True,0,False,-16,3,False,-596
8,"((0, 1), (0, 4), (0, 6), (1, 2), (1, 3), (4, 5), (6, 7))",4,"(1, 7, 16, 15, 6, 1)","(1, 5, 7, 2)","(1, 8, 21, 22, 8, 1)",True,True,True,True,True,True,19,False,-12,False,-73,3,True,0
8,"((0, 1), (0, 4), (0, 6), (1, 2), (1, 3), (4, 5), (6, 7))",5,"(1, 7, 15, 12, 3)","(1, 6, 10, 5, 1)","(1, 8, 21, 22, 8, 1)",True,True,True,False,True,True,12,True,0,False,-45,3,False,-315
8,"((0, 1), (0, 4), (0, 6), (0, 7), (1, 2), (1, 3), (4, 5))",1,"(1, 7, 17, 19, 10, 2)","(1, 4, 5, 2)","(1, 8, 21, 24, 12, 2)",True,True,True,True,True,True,43,False,-12,False,-61,3,True,0
8,"((0, 1), (0, 4), (0, 6), (0, 7), (1, 2), (1, 3), (4, 5))",0,"(1, 7, 18, 21, 11, 2)","(1, 3, 3, 1)","(1, 8, 21, 24, 12, 2)",True,True,True,True,True,True,34,False,-12,False,-45,3,True,0
8,"((0, 1), (0, 4), (0, 6), (0, 7), (1, 2), (1, 3), (4, 5))",2,"(1, 7, 15, 13, 4)","(1, 6, 11, 8, 2)","(1, 8, 21, 24, 12, 2)",True,True,True,False,True,True,24,True,0,False,-23,3,True,1
8,"((0, 1), (0, 4), (0, 6), (0, 7), (1, 2), (1, 3), (4, 5))",4,"(1, 7, 16, 16, 7, 1)","(1, 5, 8, 5, 1)","(1, 8, 21, 24, 12, 2)",True,True,True,True,True,True,35,True,0,False,-48,3,True,8
8,"((0, 1), (0, 4), (0, 6), (0, 7), (1, 2), (1, 3), (4, 5))",5,"(1, 7, 15, 14, 6, 1)","(1, 6, 10, 6, 1)","(1, 8, 21, 24, 12, 2)",True,True,True,True,True,True,22,True,0,False,-50,3,True,14
8,"((0, 1), (0, 4), (0, 6), (0, 7), (1, 2), (1, 3), (4, 5))",6,"(1, 7, 15, 12, 3)","(1, 6, 12, 9, 2)","(1, 8, 21, 24, 12, 2)",True,True,True,False,True,True,15,True,0,False,-9,3,False,-54
8,"((0, 1), (0, 4), (0, 5), (0, 6), (0, 7), (1, 2), (1, 3))",1,"(1, 7, 17, 21, 15, 6, 1)","(1, 4, 6, 4, 1)","(1, 8, 21, 27, 19, 7, 1)",True,True,True,True,True,True,20,False,-9,False,-58,3,False,-22
8,"((0, 1), (0, 4), (0, 5), (0, 6), (0, 7), (1, 2), (1, 3))",0,"(1, 7, 19, 26, 19, 7, 1)","(1, 2, 1)","(1, 8, 21, 27, 19, 7, 1)",True,True,True,True,True,True,25,False,-33,False,-31,3,True,0
8,"((0, 1), (0, 4), (0, 5), (0, 6), (0, 7), (1, 2), (1, 3))",2,"(1, 7, 15, 16, 9, 2)","(1, 6, 11, 10, 5, 1)","(1, 8, 21, 27, 19, 7, 1)",True,True,True,False,True,True,6,True,0,False,-26,3,False,-580
8,"((0, 1), (0, 4), (0, 5), (0, 6), (0, 7), (1, 2), (1, 3))",4,"(1, 7, 15, 14, 6, 1)","(1, 6, 13, 13, 6, 1)","(1, 8, 21, 27, 19, 7, 1)",True,False,True,False,True,True,2,True,0,False,-1,3,False,-988
8,"((0, 1), (0, 3), (0, 5), (0, 7), (1, 2), (3, 4), (5, 6))",1,"(1, 7, 16, 15, 5)","(1, 5, 8, 4)","(1, 8, 21, 23, 9)",True,True,True,True,True,True,52,True,0,False,-56,3,True,8
8,"((0, 1), (0, 3), (0, 5), (0, 7), (1, 2), (3, 4), (5, 6))",0,"(1, 7, 18, 20, 8)","(1, 3, 3, 1)","(1, 8, 21, 23, 9)",True,True,True,True,True,True,34,False,-6,False,-42,3,True,15
8,"((0, 1), (0, 3), (0, 5), (0, 7), (1, 2), (3, 4), (5, 6))",2,"(1, 7, 15, 13, 4)","(1, 6, 10, 5)","(1, 8, 21, 23, 9)",True,True,True,True,True,True,61,True,0,False,-55,3,True,50
8,"((0, 1), (0, 3), (0, 5), (0, 7), (1, 2), (3, 4), (5, 6))",7,"(1, 7, 15, 11, 1)","(1, 6, 12, 8)","(1, 8, 21, 23, 9)",True,True,True,False,True,True,61,True,0,False,-12,3,False,-48
8,"((0, 1), (0, 3), (0, 5), (0, 6), (0, 7), (1, 2), (3, 4))",1,"(1, 7, 16, 17, 9, 2)","(1, 5, 9, 7, 2)","(1, 8, 21, 26, 16, 4)",True,True,True,True,True,True,51,True,0,False,-41,3,False,-41
8,"((0, 1), (0, 3), (0, 5), (0, 6), (0, 7), (1, 2), (3, 4))",0,"(1, 7, 19, 25, 16, 4)","(1, 2, 1)","(1, 8, 21, 26, 16, 4)",True,True,True,True,True,True,25,False,-31,False,-31,3,True,0
8,"((0, 1), (0, 3), (0, 5), (0, 6), (0, 7), (1, 2), (3, 4))",2,"(1, 7, 15, 16, 9, 2)","(1, 6, 10, 7, 2)","(1, 8, 21, 26, 16, 4)",True,True,True,True,True,True,53,True,0,False,-55,3,True,50
8,"((0, 1), (0, 3), (0, 5), (0, 6), (0, 7), (1, 2), (3, 4))",5,"(1, 7, 15, 13, 4)","(1, 6, 13, 12, 4)","(1, 8, 21, 26, 16, 4)",True,False,True,False,True,True,32,True,0,False,-1,3,False,-821
8,"((0, 1), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (1, 2))",1,"(1, 7, 16, 20, 15, 6, 1)","(1, 5, 10, 10, 5, 1)","(1, 8, 21, 30, 25, 11, 2)",True,True,True,True,True,True,22,True,0,False,-40,3,False,-90
8,"((0, 1), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (1, 2))",0,"(1, 7, 20, 30, 25, 11, 2)","(1, 1)","(1, 8, 21, 30, 25, 11, 2)",True,True,True,True,True,True,16,False,-30,False,-20,3,True,0
8,"((0, 1), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (1, 2))",2,"(1, 7, 15, 20, 15, 6, 1)","(1, 6, 10, 10, 5, 1)","(1, 8, 21, 30, 25, 11, 2)",True,True,True,True,True,True,22,True,0,False,-50,3,True,15
8,"((0, 1), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (1, 2))",3,"(1, 7, 15, 16, 9, 2)","(1, 6, 14, 16, 9, 2)","(1, 8, 21, 30, 25, 11, 2)",True,False,True,False,True,True,8,True,0,False,-1,3,False,-146
8,"((0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7))",1,"(1, 7, 15, 20, 15, 6, 1)","(1, 6, 15, 20, 15, 6, 1)","(1, 8, 21, 35, 35, 21, 7, 1)",True,False,True,False,True,True,2,True,0,False,-1,3,False,-195
8,"((0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7))",0,"(1, 7, 21, 35, 35, 21, 7, 1)","(1,)","(1, 8, 21, 35, 35, 21, 7, 1)",True,True,True,True,True,True,7,False,-21,False,-7,3,True,0
9,"((0, 1), (0, 5), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7), (7, 8))",1,"(1, 8, 22, 24, 9, 1)","(1, 6, 11, 6)","(1, 9, 28, 35, 15, 1)",True,True,True,True,True,True,51,False,-6,False,-132,3,True,0
9,"((0, 1), (0, 5), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7), (7, 8))",0,"(1, 8, 22, 24, 9)","(1, 6, 11, 6, 1)","(1, 9, 28, 35, 15, 1)",True,True,True,False,True,True,68,True,0,False,-132,3,True,88
9,"((0, 1), (0, 5), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7), (7, 8))",2,"(1, 8, 22, 24, 8)","(1, 6, 11, 7, 1)","(1, 9, 28, 35, 15, 1)",True,True,True,False,True,True,68,True,0,False,-110,3,True,88
9,"((0, 1), (0, 5), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7), (7, 8))",3,"(1, 8, 22, 25, 11, 1)","(1, 6, 10, 4)","(1, 9, 28, 35, 15, 1)",True,True,True,True,True,True,68,False,-10,False,-162,3,True,0
9,"((0, 1), (0, 5), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7), (7, 8))",4,"(1, 8, 21, 20, 5)","(1, 7, 15, 10, 1)","(1, 9, 28, 35, 15, 1)",True,True,True,False,True,True,30,True,0,False,-90,3,True,69
9,"((0, 1), (0, 5), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7), (6, 8))",1,"(1, 8, 22, 25, 12, 2)","(1, 6, 11, 7, 2)","(1, 9, 28, 36, 19, 4)",True,True,True,False,True,True,68,True,0,False,-121,3,False,-814
9,"((0, 1), (0, 5), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7), (6, 8))",0,"(1, 8, 22, 25, 13, 3)","(1, 6, 11, 6, 1)","(1, 9, 28, 36, 19, 4)",True,True,True,True,True,True,68,False,-5,False,-143,3,True,75
9,"((0, 1), (0, 5), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7), (6, 8))",2,"(1, 8, 22, 25, 11, 2)","(1, 6, 11, 8, 2)","(1, 9, 28, 36, 19, 4)",True,True,True,True,True,True,68,True,0,False,-99,3,True,88
9,"((0, 1), (0, 5), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7), (6, 8))",3,"(1, 8, 22, 26, 14, 3)","(1, 6, 10, 5, 1)","(1, 9, 28, 36, 19, 4)",True,True,True,True,True,True,68,False,-10,False,-150,3,True,78
9,"((0, 1), (0, 5), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7), (6, 8))",4,"(1, 8, 21, 21, 8, 1)","(1, 7, 15, 11, 3)","(1, 9, 28, 36, 19, 4)",True,True,True,False,True,True,56,True,0,False,-84,3,True,69
9,"((0, 1), (0, 5), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7), (6, 8))",5,"(1, 8, 22, 24, 9, 1)","(1, 6, 12, 10, 3)","(1, 9, 28, 36, 19, 4)",True,True,True,False,True,True,68,True,0,False,-68,3,False,-1392
9,"((0, 1), (0, 5), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7), (6, 8))",6,"(1, 8, 23, 30, 18, 4)","(1, 5, 6, 1)","(1, 9, 28, 36, 19, 4)",True,True,True,True,True,True,58,False,-78,False,-157,3,True,0
9,"((0, 1), (0, 5), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7), (6, 8))",7,"(1, 8, 21, 20, 5)","(1, 7, 16, 14, 4)","(1, 9, 28, 36, 19, 4)",True,False,True,False,True,True,45,True,0,False,-26,3,False,-5020
9,"((0, 1), (0, 5), (1, 2), (2, 3), (3, 4), (5, 6), (5, 8), (6, 7))",1,"(1, 8, 22, 25, 12, 2)","(1, 6, 11, 6)","(1, 9, 28, 36, 18, 2)",True,True,True,True,True,True,68,False,-12,False,-143,3,True,0
9,"((0, 1), (0, 5), (1, 2), (2, 3), (3, 4), (5, 6), (5, 8), (6, 7))",0,"(1, 8, 22, 24, 9)","(1, 6, 12, 9, 2)","(1, 9, 28, 36, 18, 2)",True,True,True,False,True,True,68,True,0,False,-90,3,True,24
9,"((0, 1), (0, 5), (1, 2), (2, 3), (3, 4), (5, 6), (5, 8), (6, 7))",2,"(1, 8, 22, 25, 10)","(1, 6, 11, 8, 2)","(1, 9, 28, 36, 18, 2)",True,True,True,False,True,True,68,True,0,False,-99,3,True,88
9,"((0, 1), (0, 5), (1, 2), (2, 3), (3, 4), (5, 6), (5, 8), (6, 7))",3,"(1, 8, 22, 26, 13, 2)","(1, 6, 10, 5)","(1, 9, 28, 36, 18, 2)",True,True,True,True,True,True,68,False,-10,False,-150,3,True,0
9,"((0, 1), (0, 5), (1, 2), (2, 3), (3, 4), (5, 6), (5, 8), (6, 7))",4,"(1, 8, 21, 21, 7)","(1, 7, 15, 11, 2)","(1, 9, 28, 36, 18, 2)",True,True,True,False,True,True,63,True,0,False,-84,3,True,69
9,"((0, 1), (0, 5), (1, 2), (2, 3), (3, 4), (5, 6), (5, 8), (6, 7))",5,"(1, 8, 23, 29, 15, 2)","(1, 5, 7, 3)","(1, 9, 28, 36, 18, 2)",True,True,True,True,True,True,58,False,-18,False,-134,3,True,0
9,"((0, 1), (0, 5), (1, 2), (2, 3), (3, 4), (5, 6), (5, 8), (6, 7))",6,"(1, 8, 22, 25, 11, 1)","(1, 6, 11, 7, 1)","(1, 9, 28, 36, 18, 2)",True,True,True,False,True,True,68,True,0,False,-121,3,True,25
9,"((0, 1), (0, 5), (1, 2), (2, 3), (3, 4), (5, 6), (5, 8), (6, 7))",7,"(1, 8, 21, 21, 8, 1)","(1, 7, 15, 10, 1)","(1, 9, 28, 36, 18, 2)",True,True,True,True,True,True,41,False,-2,False,-105,3,True,21
9,"((0, 1), (0, 5), (1, 2), (2, 3), (3, 4), (5, 6), (5, 8), (6, 7))",8,"(1, 8, 21, 20, 5)","(1, 7, 16, 13, 2)","(1, 9, 28, 36, 18, 2)",True,True,True,False,True,True,35,True,0,False,-47,3,True,5
9,"((0, 1), (0, 5), (0, 8), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7))",1,"(1, 8, 22, 24, 9, 1)","(1, 6, 12, 9, 2)","(1, 9, 28, 36, 18, 3)",True,True,True,False,True,True,66,True,0,False,-90,3,True,24
9,"((0, 1), (0, 5), (0, 8), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7))",0,"(1, 8, 23, 29, 16, 3)","(1, 5, 7, 2)","(1, 9, 28, 36, 18, 3)",True,True,True,True,True,True,58,False,-54,False,-157,3,True,0
